City,Customer Name,Customer Segment,Customer Type,Feedback,Gender,Order Date,Order ID,Order Priority,POS,Product Category,Product Container,Product Name,Product Sub-Category,Promotion,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Discount,Labour Cost,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Rochester,Art Ferguson,Corporate,Online,Satisified,Female,08/09/11,27266,Critical,Point of Sales,Technology,Small Pack,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Computer Peripherals,fairs and exhibition,Central,3825,11/09/11,Regular Air,Minnesota,55901,0.03,0.995,1,9,0.49,39.36,1031.06,1.99,115.79
Gary,Erica Bern,Corporate,Online,Satisified,Female,15/07/09,32199,High,Point of Sales,Technology,Large Box,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,Film Advertising,Central,4529,16/07/09,Regular Air,Indiana,46404,0.01,12.245,1,1,0.37,-3061.82,3672.89,24.49,3499.99
Hays,Roy Skaria,Corporate,Online,Satisified,Female,27/11/09,52035,High,Point of Sales,Technology,Large Box,Canon PC1060 Personal Laser Copier,Copiers and Fax,Outdoor Advertising,Central,7298,30/11/09,Regular Air,Kansas,67601,0.03,12.245,1,29,0.41,-4437.91,20872.16,24.49,699.99
Fort Wayne,Erica Bern,Corporate,Online,Satisified,Female,24/10/10,28836,High,Point of Sales,Technology,Small Box,688,Telephones and Communication,Film Advertising,Central,4042,25/10/10,Regular Air,Indiana,46806,0.06,2.1,1,50,0.6,2342.214,8221.2935,4.2,195.99
Carpentersville,Eugene Barchas,Corporate,Online,Satisified,Female,23/11/10,24128,High,Point of Sales,Technology,Small Box,CF 888,Telephones and Communication,Film Advertising,Central,3381,25/11/10,Regular Air,Illinois,60110,0.09,1.995,1,43,0.59,1459.791,6583.913,3.99,195.99
Hays,Roy Skaria,Corporate,Online,Satisified,Female,23/03/12,39655,High,Point of Sales,Technology,Small Pack,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Computer Peripherals,Outdoor Advertising,Central,5596,23/03/12,Regular Air,Kansas,67601,0.03,1.76,1,35,0.68,-72.43,253.15,3.52,7.28
Fort Wayne,Erica Bern,Corporate,Online,Satisified,Female,06/03/12,15044,Low,Point of Sales,Technology,Small Box,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Computer Peripherals,Film Advertising,Central,2104,10/03/12,Regular Air,Indiana,46806,0.07,5.125,1,42,0.55,167.37,1681.6,10.25,39.99
Hays,Roy Skaria,Corporate,Online,Satisified,Female,01/01/12,51648,Low,Point of Sales,Technology,Small Box,Zoom V.92 USB External Faxmodem,Computer Peripherals,Outdoor Advertising,Central,7242,08/01/12,Regular Air,Kansas,67601,0.03,9.995,1,45,0.41,332.97,2354.8,19.99,49.99
Carrollton,Erin Creighton,Corporate,Online,Satisified,Female,25/11/09,17668,Medium,Point of Sales,Technology,Medium Box,Polycom VoiceStation 100,Office Machines,Film Advertising,Central,2432,26/11/09,Regular Air,Texas,75007,0.05,6.995,1,24,0.39,2574.12,6930.97,13.99,300.98
Hays,Roy Skaria,Corporate,Online,Satisified,Female,28/08/09,37281,Medium,Point of Sales,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,Outdoor Advertising,Central,5238,29/08/09,Regular Air,Kansas,67601,0.05,2.405,1,25,0.58,3.312,453.2455,4.81,20.99
Rochester,Art Ferguson,Corporate,Online,Satisified,Female,19/03/11,26304,Medium,Point of Sales,Technology,Small Box,3285,Telephones and Communication,fairs and exhibition,Central,3672,20/03/11,Regular Air,Minnesota,55901,0.02,2.995,1,43,0.59,2028.357,7452.137,5.99,205.99
Paris,Ruben Ausman,Corporate,Online,Satisified,Female,19/12/12,26661,Medium,Point of Sales,Technology,Small Box,T193,Telephones and Communication,Outdoor Advertising,Central,3731,20/12/12,Regular Air,Texas,75460,0.02,2.495,1,31,0.57,390.861,1772.2245,4.99,65.99
Carrollton,Erin Creighton,Corporate,Online,Satisified,Female,25/11/09,17668,Medium,Point of Sales,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,Film Advertising,Central,2431,27/11/09,Regular Air,Texas,75007,0.04,0.995,1,49,0.45,296.06,848.92,1.99,17.48
Portage,Paul MacIntyre,Corporate,Online,Satisified,Female,12/11/11,57700,Medium,Point of Sales,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Computer Peripherals,Outdoor Advertising,Central,8092,12/11/11,Regular Air,Michigan,49002,0.04,1.805,1,38,0.71,134.85,1806.43,3.61,47.98
Sioux Falls,Paul Prost,Corporate,Online,Satisified,Female,25/03/10,42597,Medium,Point of Sales,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,Outdoor Advertising,Central,6013,27/03/10,Regular Air,South Dakota,57103,0.04,2.16,1,5,0.64,-32.78,29.66,4.32,4.98
Sherman,Cari MacIntyre,Corporate,Online,Satisified,Female,24/03/11,54245,Medium,Point of Sales,Technology,Wrap Bag,Accessory37,Telephones and Communication,Television Advertising,Central,7583,25/03/11,Regular Air,Texas,75090,0.09,1.25,1,5,0.81,-114.906,83.3,2.5,20.99
Cedar Hill,Erin Creighton,Corporate,Online,Satisified,Female,14/02/11,22849,Not Specified,Point of Sales,Technology,Small Box,6185,Telephones and Communication,Film Advertising,Central,3182,16/02/11,Regular Air,Texas,75104,0.05,1.5,1,25,0.58,940.572,4366.348,3,205.99
Paris,Ruben Ausman,Corporate,Online,Satisified,Female,27/11/10,48195,Not Specified,Point of Sales,Technology,Small Box,6162m,Telephones and Communication,Outdoor Advertising,Central,6766,28/11/10,Regular Air,Texas,75460,0.07,1.25,1,35,0.57,850.536,3337.5165,2.5,115.99
Sherman,Cari MacIntyre,Corporate,Online,Satisified,Female,04/11/10,52256,Not Specified,Point of Sales,Technology,Small Box,5170,Telephones and Communication,Television Advertising,Central,7332,06/11/10,Regular Air,Texas,75090,0.06,2.1,1,23,0.59,119.889,1236.954,4.2,65.99
Paris,Ruben Ausman,Corporate,Online,Satisified,Female,27/11/10,48195,Not Specified,Point of Sales,Technology,Wrap Bag,Accessory41,Telephones and Communication,Outdoor Advertising,Central,6767,27/11/10,Regular Air,Texas,75460,0.09,2.995,1,35,0.38,296.865,1018.402,5.99,35.99
New Albany,Jack Lebron,Corporate,Online,Unsatisfied,Female,21/05/10,20033,Critical,Point of Sales,Technology,Large Box,Sharp AL-1530CS Digital Copier,Copiers and Fax,Radio Advertising,Central,2770,23/05/10,Regular Air,Indiana,47150,0.04,12.245,1,5,0.36,-1011.32,2543.95,24.49,499.99
Plainfield,Jack Lebron,Corporate,Online,Unsatisfied,Female,11/10/10,22469,High,Point of Sales,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,Radio Advertising,Central,3135,13/10/10,Regular Air,Illinois,60544,0.1,2.515,1,44,0.6,-162.371,275.91,5.03,7.99
Richmond,Jack Lebron,Corporate,Online,Unsatisfied,Female,23/12/09,36677,Low,Point of Sales,Technology,Large Box,Canon Image Class D660 Copier,Copiers and Fax,Radio Advertising,Central,5147,25/12/09,Regular Air,Indiana,47374,0,12.245,1,38,0.44,-734.33,23255.61,24.49,599.99
New Albany,Jack Lebron,Corporate,Online,Unsatisfied,Female,20/01/12,19617,Low,Point of Sales,Technology,Medium Box,TI 36X Solar Scientific Calculator,Office Machines,Radio Advertising,Central,2716,22/01/12,Regular Air,Indiana,47150,0.03,3.15,1,38,0.38,270.69,952.47,6.3,23.99
New Albany,Jack Lebron,Corporate,Online,Unsatisfied,Female,15/09/11,18273,Low,Point of Sales,Technology,Small Box,Zoom V.92 USB External Faxmodem,Computer Peripherals,Radio Advertising,Central,2514,17/09/11,Regular Air,Indiana,47150,0.06,9.995,1,18,0.41,-3.68,925.03,19.99,49.99
New Albany,Jack Lebron,Corporate,Online,Unsatisfied,Female,20/01/12,19617,Low,Point of Sales,Technology,Small Box,V 3600 Series,Telephones and Communication,Radio Advertising,Central,2717,20/01/12,Regular Air,Indiana,47150,0.07,4.495,1,3,0.58,-296.373,171.9635,8.99,65.99
Country Club Hills,Jack Garza,Corporate,Online,Unsatisfied,Female,23/09/10,2631,Low,Point of Sales,Technology,Small Pack,Fuji 5.2GB DVD-RAM,Computer Peripherals,Radio Advertising,Central,381,25/09/10,Regular Air,Illinois,60478,0.08,0.995,1,27,0.55,252.66,1078.49,1.99,40.96
Noblesville,Jack Lebron,Corporate,Online,Unsatisfied,Female,07/08/11,21378,Medium,Point of Sales,Technology,Small Box,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,Radio Advertising,Central,2951,10/08/11,Regular Air,Indiana,46060,0.07,9.995,1,17,0.5,26.94,1616.64,19.99,99.99
Portage,Jack Lebron,Corporate,Online,Unsatisfied,Female,11/04/10,29121,Medium,Point of Sales,Technology,Small Box,Timeport L7089,Telephones and Communication,Radio Advertising,Central,4085,13/04/10,Regular Air,Indiana,46368,0.08,3.845,1,31,0.58,575.334,3206.965,7.69,125.99
Madison Heights,Rob Dowd,Corporate,Online,Very Satisfied,Female,19/07/10,17344,Critical,Point of Sales,Technology,Small Box,5190,Telephones and Communication,Outdoor Advertising,Central,2393,21/07/10,Regular Air,Michigan,48071,0.01,3.845,1,40,0.59,571.536,2405.4575,7.69,65.99
Madison Heights,Rob Dowd,Corporate,Online,Very Satisfied,Female,11/04/12,19044,Low,Point of Sales,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,Outdoor Advertising,Central,2629,13/04/12,Regular Air,Michigan,48071,0.08,6.995,1,32,0.38,1912.92,4800.44,13.99,150.98
Stillwater,Ritsa Hightower,Corporate,Online,Very Satisfied,Female,12/05/12,53024,Not Specified,Point of Sales,Technology,Small Pack,Accessory6,Telephones and Communication,Outdoor Advertising,Central,7436,13/05/12,Regular Air,Oklahoma,74074,0.03,2.5,1,46,0.8,74.511,2255.1945,5,55.99
Rochester,Deborah Brumfield,Corporate,Online,Very Satisfied,Female,19/03/10,50759,Low,Point of Sales,Technology,Small Box,Talkabout T8367,Telephones and Communication,Outdoor Advertising,East,7115,24/03/10,Regular Air,New Hampshire,3839,0.1,4.495,1,46,0.56,366.183,2422.721,8.99,65.99
Gainesville,Roy Skaria,Corporate,Online,Satisified,Female,02/09/11,27778,Critical,Point of Sales,Technology,Large Box,Canon PC1080F Personal Copier,Copiers and Fax,Outdoor Advertising,South,3890,04/09/11,Regular Air,Florida,32601,0.02,12.245,1,10,0.5,-735.97,6350.29,24.49,599.99
Baton Rouge,Andy Reiter,Corporate,Online,Satisified,Female,12/01/12,21382,Critical,Point of Sales,Technology,Small Box,Logitech Cordless Access Keyboard,Computer Peripherals,Direct Mail,South,2954,14/01/12,Regular Air,Louisiana,70802,0.08,2.75,1,11,0.51,-66.66,312.03,5.5,29.99
Salisbury,Neil Knudson,Corporate,Online,Satisified,Female,13/09/09,4772,Critical,Point of Sales,Technology,Small Box,i270,Telephones and Communication,newspapers and magazines,South,684,14/09/09,Regular Air,North Carolina,28144,0.04,4.495,1,28,0.55,214.29,1560.617,8.99,65.99
Albany,Patrick Ryan,Corporate,Online,Satisified,Female,12/10/10,7559,Critical,Point of Sales,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,Outdoor Advertising,South,1038,13/10/10,Regular Air,Georgia,31707,0.04,2.995,1,39,0.65,-63.39,806.05,5.99,20.95
Columbia,Roy Collins,Corporate,Online,Satisified,Female,29/07/11,56838,Critical,Point of Sales,Technology,Small Box,Logitech Cordless Elite Duo,Computer Peripherals,Outdoor Advertising,South,7958,30/07/11,Regular Air,Tennessee,38401,0.09,3.59,1,44,0.4,1728.2,4326.27,7.18,100.98
Memphis,Arianne Irving,Corporate,Online,Satisified,Female,13/01/12,6501,High,Point of Sales,Technology,Small Box,Timeport L7089,Telephones and Communication,fairs and exhibition,South,905,15/01/12,Regular Air,Tennessee,38109,0.09,3.845,1,46,0.58,978.354,4617.336,7.69,125.99
Memphis,Arianne Irving,Corporate,Online,Satisified,Female,22/04/10,45412,Medium,Point of Sales,Technology,Small Box,Accessory35,Telephones and Communication,fairs and exhibition,South,6397,23/04/10,Regular Air,Tennessee,38109,0.06,0.55,1,20,0.55,83.07,586.619,1.1,35.99
Maryville,Arianne Irving,Corporate,Online,Satisified,Female,23/08/09,6112,Medium,Point of Sales,Technology,Small Box,252,Telephones and Communication,fairs and exhibition,South,850,24/08/09,Regular Air,Tennessee,37804,0.06,2.96,1,31,0.55,382.392,1753.958,5.92,65.99
Columbia,Roy Collins,Corporate,Online,Satisified,Female,06/12/09,45959,Medium,Point of Sales,Technology,Small Box,Zoom V.92 USB External Faxmodem,Computer Peripherals,Outdoor Advertising,South,6455,08/12/09,Regular Air,Tennessee,38401,0,9.995,1,35,0.41,155.17,1822.13,19.99,49.99
North Miami Beach,Ross Baird,Corporate,Online,Satisified,Female,19/07/10,50242,Not Specified,Point of Sales,Technology,Small Box,TimeportP7382,Telephones and Communication,Outdoor Advertising,South,7037,21/07/10,Regular Air,Florida,33160,0.08,4.495,1,8,0.56,-426.074,1391.7645,8.99,205.99
Davie,Jack Garza,Corporate,Online,Unsatisfied,Female,03/07/11,52160,Critical,Point of Sales,Technology,Small Box,M3682,Telephones and Communication,Radio Advertising,South,7314,05/07/11,Regular Air,Florida,33314,0.09,4.04,1,6,0.57,-403.018,631.499,8.08,125.99
Daytona Beach,Jack Garza,Corporate,Online,Unsatisfied,Female,09/05/12,57058,Medium,Point of Sales,Technology,Small Box,"IBM Numeric Access II Keypad, 17-Key, Black",Computer Peripherals,Radio Advertising,South,7976,10/05/12,Regular Air,Florida,32114,0.07,4.51,1,27,0.75,-131.9,979.06,9.02,35.77
Searcy,Deborah Brumfield,Corporate,Online,Very Satisfied,Female,02/05/11,10695,High,Point of Sales,Technology,Small Box,V70,Telephones and Communication,Outdoor Advertising,South,1489,03/05/11,Regular Air,Arkansas,72143,0.1,1.25,1,39,0.59,1421.892,6330.086,2.5,205.99
Chico,Luke Foster,Corporate,Online,Satisified,Female,05/06/10,31590,Critical,Point of Sales,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,Outdoor Advertising,West,4433,06/06/10,Regular Air,California,95928,0.06,0.995,1,5,0.52,-21.44,43.49,1.99,8.33
Chico,Luke Foster,Corporate,Online,Satisified,Female,01/10/12,929,High,Point of Sales,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,Outdoor Advertising,West,145,04/10/12,Regular Air,California,95928,0.04,3.25,1,21,0.64,-100.16,227.66,6.5,10.97
Provo,Cari Sayre,Corporate,Online,Satisified,Female,03/08/11,35684,Low,Point of Sales,Technology,Medium Box,Soundgear TeleForum DX Desktop Conference Phone,Office Machines,Television Advertising,West,5004,08/08/11,Regular Air,Utah,84604,0.07,6.995,1,10,0.38,18.77,910.98,13.99,96.45
El Cajon,Roland Fjeld,Corporate,Online,Satisified,Female,24/05/10,2535,Low,Point of Sales,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,Outdoor Advertising,West,364,26/05/10,Regular Air,California,92020,0.08,0.995,1,6,0.49,-29.71,82.72,1.99,14.48
El Centro,Roland Fjeld,Corporate,Online,Satisified,Female,01/12/09,38594,Medium,Point of Sales,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,Outdoor Advertising,West,5431,02/12/09,Regular Air,California,92243,0.07,0.995,1,26,0.54,247.94,1011.9,1.99,39.48
El Cajon,Roland Fjeld,Corporate,Online,Satisified,Female,01/09/12,25797,Not Specified,Point of Sales,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,Outdoor Advertising,West,3607,03/09/12,Regular Air,California,92020,0,0.995,1,28,0.42,368.86,925.43,1.99,31.78
Camarillo,Victoria Pisteka,Corporate,Online,Very Satisfied,Female,08/01/10,37668,Low,Point of Sales,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,Window Display,West,5289,08/01/10,Regular Air,California,93010,0.01,3.755,1,33,0.39,-4.8459,478.27,7.51,13.99
Riverside,Deanra Eno,Corporate,Online,Very Satisfied,Female,11/02/12,13157,Medium,Point of Sales,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,Outdoor Advertising,West,1836,12/02/12,Regular Air,California,92503,0.07,2.405,1,2,0.58,-102.432,38.93,4.81,20.99
Sierra Vista,Dianna Vittorini,Corporate,Online,Very UnSatisfied,Female,17/02/11,10213,High,Point of Sales,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,Outdoor Advertising,West,1407,19/02/11,Regular Air,Arizona,85635,0.04,2,1,12,0.7,-79.18,464.57,4,39.98
Sun City,Dianna Vittorini,Corporate,Online,Very UnSatisfied,Female,12/08/12,20002,Medium,Point of Sales,Technology,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Computer Peripherals,Outdoor Advertising,West,2765,13/08/12,Regular Air,Arizona,85351,0.1,1.195,1,9,0.72,-30.47,41.03,2.39,4.77
Leander,Erin Smith,Home Office,Online,Satisified,Female,28/05/12,45125,Critical,Point of Sales,Technology,Small Box,5165,Telephones and Communication,Film Advertising,Central,6360,29/05/12,Regular Air,Texas,78641,0,2.495,1,32,0.59,1193.112,4834.8,4.99,175.99
Palatine,Cari Schnelling,Home Office,Online,Satisified,Female,23/07/11,31558,Low,Point of Sales,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,Television Advertising,Central,4430,23/07/11,Regular Air,Illinois,60067,0.08,0.995,1,42,0.55,455.37,1763.6,1.99,45.19
Menomonee Falls,Patrick O'Donnell,Home Office,Online,Satisified,Female,20/12/11,52327,Medium,Point of Sales,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,Outdoor Advertising,Central,7349,21/12/11,Regular Air,Wisconsin,53051,0.1,3.25,1,27,0.74,21.5,3853.47,6.5,152.48
Menomonee Falls,Patrick O'Donnell,Home Office,Online,Satisified,Female,09/04/12,46566,Medium,Point of Sales,Technology,Small Pack,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Computer Peripherals,Outdoor Advertising,Central,6551,10/04/12,Regular Air,Wisconsin,53051,0.07,1.8,1,49,0.64,258.25,1534.7,3.6,31.11
Inver Grove Heights,Parhena Norris,Home Office,Online,Satisified,Female,22/10/10,48800,Not Specified,Point of Sales,Technology,Large Box,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,Outdoor Advertising,Central,6852,23/10/10,Regular Air,Minnesota,55076,0.04,12.245,1,8,0.37,285.113,28761.52,24.49,3499.99
Menomonee Falls,Patrick O'Donnell,Home Office,Online,Satisified,Female,21/09/12,36229,Not Specified,Point of Sales,Technology,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Office Machines,Outdoor Advertising,Central,5082,24/09/12,Regular Air,Wisconsin,53051,0.02,3.555,1,12,0.36,373.5,1465.29,7.11,120.97
Oak Lawn,Annie Cyprus,Home Office,Online,Satisified,Female,27/06/10,26051,Not Specified,Point of Sales,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,Film Advertising,Central,3644,28/06/10,Regular Air,Illinois,60453,0.07,0.995,1,31,0.52,22.46,251.75,1.99,8.33
Woodbury,Jack O'Briant,Home Office,Online,Unsatisfied,Female,30/04/11,2208,Not Specified,Point of Sales,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,Radio Advertising,Central,315,01/05/11,Regular Air,Minnesota,55125,0.09,12.245,1,41,0.37,9097.645,23281.05,24.49,599.99
West Bend,Victoria Wilson,Home Office,Online,Very Satisfied,Female,17/06/10,45184,Low,Point of Sales,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,Window Display,Central,6369,26/06/10,Regular Air,Wisconsin,53095,0.07,12.245,1,25,0.37,5485.15,14647.26,24.49,599.99
Midland,Joni Sundaresam,Home Office,Online,Very UnSatisfied,Female,08/03/12,31523,Low,Point of Sales,Technology,Small Pack,"Sony MFD2HD Formatted Diskettes, 10/Pack",Computer Peripherals,Outdoor Advertising,Central,4420,10/03/12,Regular Air,Texas,79701,0.1,1.37,1,17,0.71,-44.86,105.85,2.74,6.48
Hanover,Art Foster,Home Office,Online,Satisified,Female,26/05/10,7429,Not Specified,Point of Sales,Technology,Small Box,Keytronic Designer 104- Key Black Keyboard,Computer Peripherals,fairs and exhibition,East,1015,27/05/10,Regular Air,Pennsylvania,17331,0.04,9.995,1,33,0.77,-470.85,1379.34,19.99,40.48
New Milford,Eric Murdock,Home Office,Online,Satisified,Female,09/02/12,51111,Not Specified,Point of Sales,Technology,Small Box,252,Telephones and Communication,Film Advertising,East,7164,11/02/12,Regular Air,Connecticut,6776,0.02,2.96,1,1,0.55,-257.719,61.098,5.92,65.99
Buffalo,Deirdre Greer,Home Office,Online,Very Satisfied,Female,25/05/10,3778,Critical,Point of Sales,Technology,Small Box,5165,Telephones and Communication,Outdoor Advertising,East,559,26/05/10,Regular Air,New York,14215,0.02,2.495,1,34,0.59,1313.946,5133.9235,4.99,175.99
Buffalo,Deirdre Greer,Home Office,Online,Very Satisfied,Female,25/05/10,3778,Critical,Point of Sales,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,Outdoor Advertising,East,557,26/05/10,Regular Air,New York,14215,0.04,0.995,1,12,0.55,8.95,557.03,1.99,45.19
Buffalo,Deirdre Greer,Home Office,Online,Very Satisfied,Female,25/05/10,3778,Critical,Point of Sales,Technology,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,Outdoor Advertising,East,556,27/05/10,Regular Air,New York,14215,0.07,1.19,1,34,0.74,-63.76,268.09,2.38,8.32
Hoboken,Dianna Arnett,Home Office,Online,Very UnSatisfied,Female,26/03/12,6950,Low,Point of Sales,Technology,Small Pack,Accessory24,Telephones and Communication,Outdoor Advertising,East,960,28/03/12,Regular Air,New Jersey,7030,0.08,1.65,1,4,0.59,-225.302,187.3995,3.3,55.99
Montgomery,Patrick Jones,Home Office,Online,Satisified,Female,23/08/10,3493,High,Point of Sales,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,Outdoor Advertising,South,509,25/08/10,Regular Air,Alabama,36116,0.04,3.25,1,48,0.74,1027.63,7518.12,6.5,152.48
Phenix City,Patrick Jones,Home Office,Online,Satisified,Female,01/12/10,41632,Low,Point of Sales,Technology,Small Pack,Accessory36,Telephones and Communication,Outdoor Advertising,South,5865,08/12/10,Regular Air,Alabama,36869,0.05,2.5,1,34,0.83,-238.161,1541.458,5,55.99
Prattville,Patrick Jones,Home Office,Online,Satisified,Female,18/09/12,57537,Medium,Point of Sales,Technology,Small Box,Gyration Ultra Cordless Optical Suite,Computer Peripherals,Outdoor Advertising,South,8063,19/09/12,Regular Air,Alabama,36067,0.05,3.59,1,29,0.46,888.62,2948.63,7.18,100.97
Montgomery,Patrick Jones,Home Office,Online,Satisified,Female,18/03/11,3588,Not Specified,Point of Sales,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,Outdoor Advertising,South,526,20/03/11,Regular Air,Alabama,36116,0.01,2,1,21,0.79,-123.81,1557.42,4,73.98
Phenix City,Patrick Jones,Home Office,Online,Satisified,Female,12/07/12,21925,Not Specified,Point of Sales,Technology,Small Box,Micro Innovations Media Access Pro Keyboard,Computer Peripherals,Outdoor Advertising,South,3062,14/07/12,Regular Air,Alabama,36869,0.03,2,1,3,0.76,-339.95,236.32,4,77.51
Asheville,Denise Monton,Home Office,Online,Very Satisfied,Female,02/08/10,47270,Critical,Point of Sales,Technology,Small Box,6185,Telephones and Communication,Outdoor Advertising,South,6648,04/08/10,Regular Air,North Carolina,28806,0,1.5,1,19,0.58,747.738,3559.613,3,205.99
Bryant,Denise Monton,Home Office,Online,Very Satisfied,Female,24/02/10,29156,Low,Point of Sales,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,Outdoor Advertising,South,4089,01/03/10,Regular Air,Arkansas,72022,0.07,2,1,10,0.77,-76.58,208.77,4,20.97
Apex,Denise Monton,Home Office,Online,Very Satisfied,Female,17/05/11,14951,Medium,Point of Sales,Technology,Small Box,Logitech Cordless Navigator Duo,Computer Peripherals,Outdoor Advertising,South,2089,19/05/11,Regular Air,North Carolina,27502,0.02,3.59,1,34,0.48,889.57,2779.2,7.18,80.98
Burlington,Denise Monton,Home Office,Online,Very Satisfied,Female,01/10/11,49760,Medium,Point of Sales,Technology,Small Box,8890,Telephones and Communication,Outdoor Advertising,South,6956,03/10/11,Regular Air,North Carolina,27217,0.02,2.96,1,13,0.58,-26.62,1281.1795,5.92,115.99
Cary,Denise Monton,Home Office,Online,Very Satisfied,Female,08/03/11,59809,Not Specified,Point of Sales,Technology,Small Box,Belkin ErgoBoardª Keyboard,Computer Peripherals,Outdoor Advertising,South,8373,09/03/11,Regular Air,North Carolina,27511,0.02,3.25,1,16,0.64,-38.32,506.84,6.5,30.98
Highlands Ranch,Art Foster,Home Office,Online,Satisified,Female,07/10/12,481,High,Point of Sales,Technology,Small Box,636,Telephones and Communication,fairs and exhibition,West,79,09/10/12,Regular Air,Colorado,80126,0.01,2.63,1,44,0.57,1426.257,4509.3775,5.26,115.99
Provo,Cari Sayre,Home Office,Online,Satisified,Female,30/05/12,27138,High,Point of Sales,Technology,Small Box,V 3600 Series,Telephones and Communication,Television Advertising,West,3811,01/06/12,Regular Air,Utah,84604,0.1,4.495,1,37,0.58,134.73,1894.1655,8.99,65.99
Highlands Ranch,Art Foster,Home Office,Online,Satisified,Female,09/12/10,6978,High,Point of Sales,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,fairs and exhibition,West,961,10/12/10,Regular Air,Colorado,80126,0.07,1.415,1,47,0.77,-87.4,371.95,2.83,8.12
Midvale,Annie Thurman,Home Office,Online,Satisified,Female,13/09/10,36673,Low,Point of Sales,Technology,Small Pack,Accessory6,Telephones and Communication,Film Advertising,West,5143,20/09/10,Regular Air,Utah,84047,0,2.5,1,20,0.8,-129.14,984.6315,5,55.99
Concord,Nicole Brennan,Home Office,Online,Satisified,Female,12/07/09,23877,Not Specified,Point of Sales,Technology,Small Box,6120,Telephones and Communication,newspapers and magazines,West,3338,12/07/09,Regular Air,California,94521,0.07,4.4,1,31,0.58,109.836,1624.5965,8.8,65.99
Concord,Nicole Brennan,Home Office,Online,Satisified,Female,10/12/11,22848,Not Specified,Point of Sales,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,newspapers and magazines,West,3178,12/12/11,Regular Air,California,94521,0.09,3.25,1,4,0.48,-52.44,68.16,6.5,15.98
Mankato,Roland Black,Small Business,Online,Satisified,Female,27/11/10,45249,Low,Point of Sales,Technology,Small Pack,Accessory6,Telephones and Communication,Outdoor Advertising,Central,6376,02/12/10,Regular Air,Minnesota,56001,0.04,2.5,1,24,0.8,-126.995,1155.5835,5,55.99
Inver Grove Heights,Roland Black,Small Business,Online,Satisified,Female,25/09/09,18754,Not Specified,Point of Sales,Technology,Small Box,Talkabout T8367,Telephones and Communication,Outdoor Advertising,Central,2595,26/09/09,Regular Air,Minnesota,55076,0.08,4.495,1,32,0.56,206.352,1725.0325,8.99,65.99
Burbank,Delfina Latchford,Small Business,Online,Very Satisfied,Female,22/12/10,42695,Not Specified,Point of Sales,Technology,Small Box,3390,Telephones and Communication,Outdoor Advertising,Central,6029,24/12/10,Regular Air,Illinois,60459,0.02,2.655,1,12,0.57,-10.296,710.328,5.31,65.99
